# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr9	85843599	85843716	chr9	85843599	85843715	0.99	0.97	0.99	0.98	0.97	0.98	0.97	0.95	0.95	0.95	0.98	0.92	0.98	0.99	0.99	0.75	0.98	0.97	0.99	0.98	0.97	0.92	0.88	0.84	0.18	1.0	0.99	0.89	0.87	0.98	0.98
chr9	86174917	86175265	chr9	86174917	86175264	0.8	0.88	0.19	0.87	0.87	0.92	0.91	0.89	0.91	0.88	0.87	0.93	0.93	0.93	0.92	0.64	0.88	0.89	0.92	0.92	0.91	0.84	0.91	0.88	0.89	0.92	0.92	0.91	0.88	0.91	0.93
chr9	86237122	86237269	chr9	86237122	86237268	0.98	1.0	1.0	0.99	1.0	1.0	1.0	1.0	0.99	1.0	0.98	0.95	1.0	0.94	0.08	0.97	1.0	1.0	1.0	0.98	1.0	0.99	0.99	0.99	1.0	1.0	1.0	1.0	1.0	1.0	0.99
chr9	86409443	86409869	chr9	86409443	86409868	0.92	0.91	0.93	0.92	0.93	0.93	0.51	0.89	0.91	0.9	0.92	0.93	0.95	0.25	0.81	0.71	0.93	0.91	0.93	0.94	0.94	0.84	0.91	0.89	0.91	0.93	0.93	0.93	0.89	0.88	0.89
chr9	86999838	87000244	chr9	86999838	87000243	0.89	0.88	0.91	0.92	0.93	0.85	0.32	0.86	0.88	0.9	0.9	0.86	0.9	0.91	0.89	0.61	0.83	0.87	0.9	0.93	0.86	0.87	0.83	0.86	0.83	0.91	0.92	0.75	0.79	0.92	0.89
chr9	88048025	88048312	chr9	88048025	88048311	0.97	0.92	0.98	0.97	0.94	0.85	0.98	0.93	0.98	0.95	0.97	0.98	0.97	0.98	0.98	0.64	0.94	0.93	0.91	0.94	0.94	0.08	0.3	0.87	0.93	0.87	0.95	0.95	0.97	0.97	0.95
chr9	88899142	88899283	chr9	88899142	88899282	0.98	0.99	0.99	0.99	0.99	0.93	0.98	0.95	0.99	0.99	1.0	0.98	0.98	0.97	0.96	0.86	0.98	0.98	0.79	0.09	0.97	0.89	0.91	0.98	0.98	0.99	0.99	0.98	0.98	0.99	0.99
chr9	89025092	89025232	chr9	89025092	89025231	0.96	0.95	0.88	0.94	0.36	0.97	0.98	0.92	0.95	0.96	0.97	0.98	0.82	0.92	0.77	0.71	0.89	0.88	0.97	0.95	0.93	0.94	0.92	0.97	0.95	0.99	0.99	0.95	0.97	0.94	0.86
chr9	89131108	89131576	chr9	89131108	89131575	0.95	0.92	0.78	0.91	0.94	0.8	0.19	0.8	0.94	0.93	0.92	0.94	0.95	0.82	0.96	0.57	0.81	0.89	0.93	0.94	0.87	0.95	0.93	0.96	0.9	0.93	0.97	0.93	0.92	0.85	0.9
chr9	90086304	90086559	chr9	90086304	90086558	0.97	0.97	0.98	0.83	0.97	0.99	0.98	0.97	0.96	0.99	0.98	0.93	0.99	0.68	0.21	0.71	0.94	0.96	0.98	0.98	0.95	0.91	0.59	0.89	0.98	0.98	0.99	0.93	0.98	0.97	0.98
chr9	90154687	90154983	chr9	90154687	90154982	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.99	0.99	0.99	0.99	0.98	0.73	0.95	0.96	0.98	0.97	0.97	0.98	0.98	0.98	0.99	0.99	0.99	0.2	0.97	0.98	0.99
chr9	90283521	90283742	chr9	90283521	90283741	0.97	0.96	0.97	0.96	0.79	0.97	0.93	0.22	0.89	0.84	0.95	0.97	0.97	0.88	0.95	0.82	0.94	0.93	0.96	0.95	0.96	0.96	0.97	0.97	0.98	0.97	0.97	0.97	0.95	0.96	0.97
chr9	90892836	90893046	chr9	90892836	90893045	0.87	0.91	0.94	0.95	0.94	0.92	0.95	0.89	0.93	0.92	0.89	0.93	0.92	0.95	0.95	0.64	0.91	0.91	0.93	0.93	0.88	0.83	0.88	0.78	0.34	0.84	0.94	0.92	0.81	0.94	0.94
chr9	91293314	91293819	chr9	91293314	91293818	0.85	0.85	0.95	0.67	0.84	0.82	0.91	0.81	0.86	0.81	0.78	0.95	0.95	0.3	0.94	0.6	0.86	0.86	0.91	0.94	0.82	0.92	0.93	0.93	0.95	0.93	0.94	0.9	0.92	0.91	0.89
chr9	91940836	91941263	chr9	91940836	91941262	0.81	0.83	0.84	0.87	0.86	0.88	0.85	0.8	0.72	0.7	0.4	0.86	0.87	0.86	0.85	0.73	0.84	0.86	0.88	0.88	0.86	0.85	0.85	0.85	0.85	0.87	0.83	0.85	0.85	0.86	0.83
chr9	92053602	92053682	chr9	92053602	92053681	0.96	0.98	0.98	0.68	0.97	0.99	0.98	0.98	0.98	0.98	0.98	0.21	0.76	0.91	0.81	0.91	0.98	0.94	0.98	0.97	0.91	0.96	0.98	0.98	0.95	0.99	0.99	0.98	0.99	0.98	0.99
chr9	92053736	92053936	chr9	92053736	92053935	0.98	0.98	0.99	0.97	0.99	0.99	0.98	0.98	0.98	0.98	0.99	0.22	0.62	0.97	0.93	0.91	0.98	0.91	0.99	0.99	0.68	0.99	0.98	0.99	0.97	0.99	0.99	0.99	0.99	0.99	0.97
chr9	92096476	92096894	chr9	92096476	92096893	0.91	0.92	0.97	0.69	0.8	0.95	0.97	0.96	0.95	0.98	0.98	0.95	0.97	0.97	0.96	0.76	0.11	0.52	0.9	0.93	0.94	0.96	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.96	0.97
chr9	92271824	92271989	chr9	92271824	92271988	0.88	0.84	0.97	0.98	0.98	0.97	0.98	0.93	0.97	0.98	0.98	0.97	0.98	0.97	0.97	0.56	0.89	0.8	0.79	0.14	0.86	0.96	0.93	0.97	0.95	0.97	0.97	0.97	0.96	0.97	0.96
chr9	92717056	92717425	chr9	92717056	92717424	0.87	0.94	0.94	0.93	0.95	0.95	0.94	0.93	0.93	0.93	0.94	0.91	0.94	0.95	0.93	0.66	0.95	0.96	0.93	0.83	0.95	0.91	0.93	0.84	0.25	0.91	0.92	0.9	0.8	0.91	0.92
chr9	93928944	93929137	chr9	93928944	93929136	0.97	0.96	0.86	0.95	0.96	0.96	0.94	0.93	0.97	0.97	0.97	0.83	0.94	0.95	0.94	0.75	0.96	0.97	0.96	0.95	0.95	0.86	0.75	0.96	0.95	0.95	0.96	0.9	0.85	0.8	0.37
chr9	93970900	93971504	chr9	93970900	93971503	0.86	0.93	0.92	0.91	0.93	0.78	0.9	0.93	0.92	0.96	0.94	0.94	0.94	0.94	0.93	0.6	0.94	0.91	0.24	0.86	0.58	0.93	0.94	0.94	0.92	0.93	0.93	0.82	0.9	0.94	0.91
chr9	94937343	94937635	chr9	94937343	94937636	0.96	0.96	0.98	0.99	0.99	0.97	0.95	0.86	0.94	0.98	0.97	0.99	0.9	0.97	0.96	0.81	0.94	0.98	0.97	0.98	0.97	0.95	0.96	0.93	0.88	0.96	0.98	0.85	0.17	0.91	0.95
chr9	95374571	95374952	chr9	95374571	95374951	0.94	0.95	0.95	0.94	0.55	0.97	0.95	0.93	0.95	0.95	0.94	0.96	0.96	0.93	0.93	0.85	0.94	0.94	0.96	0.93	0.96	0.12	0.71	0.88	0.68	0.95	0.95	0.94	0.95	0.93	0.93
chr9	95491540	95491680	chr9	95491540	95491679	0.93	0.93	0.85	0.72	0.61	0.98	0.97	0.96	0.93	0.9	0.92	0.96	0.97	0.97	0.95	0.81	0.91	0.85	0.86	0.59	0.12	0.89	0.76	0.92	0.92	0.98	0.95	0.71	0.96	0.97	0.97
chr9	96105122	96105421	chr9	96105122	96105420	0.95	0.96	0.94	0.93	0.93	0.96	0.97	0.94	0.97	0.97	0.97	0.96	0.98	0.96	0.91	0.77	0.9	0.91	0.95	0.96	0.92	0.87	0.76	0.85	0.96	0.72	0.93	0.88	0.96	0.96	0.92
chr9	96972372	96972965	chr9	96972372	96972964	0.91	0.93	0.92	0.94	0.95	0.92	0.94	0.91	0.92	0.92	0.93	0.82	0.85	0.75	0.44	0.79	0.9	0.9	0.93	0.92	0.92	0.89	0.9	0.95	0.93	0.94	0.95	0.95	0.94	0.93	0.92
chr9	97152451	97152730	chr9	97152451	97152729	0.89	0.85	0.87	0.87	0.92	0.9	0.89	0.83	0.42	0.62	0.68	0.81	0.83	0.81	0.7	0.82	0.89	0.9	0.92	0.91	0.88	0.7	0.77	0.83	0.87	0.85	0.81	0.88	0.81	0.88	0.85
chr9	97384574	97384723	chr9	97384574	97384722	0.96	0.98	0.99	1.0	0.97	0.99	1.0	1.0	0.99	0.99	0.99	1.0	0.99	0.99	0.99	0.85	0.15	0.75	0.95	0.99	0.98	0.86	1.0	0.98	0.98	1.0	0.99	1.0	0.99	0.99	0.99
chr9	97412071	97412253	chr9	97412071	97412252	0.97	0.97	0.99	0.98	0.98	0.99	0.99	0.95	0.99	0.98	0.98	0.3	0.98	0.99	0.99	0.72	0.94	0.95	0.89	0.86	0.97	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.97	0.99	0.98
chr9	97610226	97610861	chr9	97610226	97610860	0.97	0.97	0.98	0.98	0.98	0.97	0.96	0.86	0.98	0.97	0.99	0.29	0.94	0.95	0.89	0.82	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.98	0.99	0.98	0.98	0.98	0.98
chr9	97723273	97724067	chr9	97723273	97724066	0.88	0.81	0.92	0.84	0.89	0.9	0.79	0.8	0.9	0.9	0.9	0.88	0.91	0.4	0.83	0.64	0.85	0.86	0.88	0.88	0.88	0.88	0.89	0.9	0.9	0.88	0.91	0.89	0.9	0.9	0.87
chr9	97743015	97743844	chr9	97743015	97743843	0.94	0.95	0.96	0.81	0.95	0.96	0.96	0.96	0.96	0.97	0.97	0.9	0.96	0.94	0.95	0.79	0.96	0.96	0.96	0.96	0.97	0.91	0.91	0.89	0.94	0.86	0.3	0.95	0.96	0.92	0.93
chr9	98119672	98119940	chr9	98119672	98119939	0.92	0.92	0.95	0.96	0.95	0.94	0.94	0.93	0.95	0.95	0.95	0.95	0.94	0.94	0.87	0.7	0.87	0.86	0.93	0.91	0.95	0.76	0.82	0.74	0.26	0.79	0.95	0.94	0.71	0.83	0.86
chr9	98206493	98206826	chr9	98206493	98206825	0.96	0.97	0.97	0.98	0.93	0.98	0.97	0.96	0.98	0.98	0.99	0.98	0.98	0.98	0.94	0.68	0.95	0.94	0.96	0.98	0.97	0.97	0.98	0.97	0.98	0.92	0.27	0.98	0.97	0.98	0.98
chr9	98240449	98240597	chr9	98240449	98240596	0.96	0.96	0.96	0.85	0.92	0.96	0.96	0.95	0.95	0.96	0.96	0.94	0.97	0.97	0.94	0.62	0.92	0.94	0.92	0.96	0.94	0.83	0.38	0.92	0.96	0.96	0.74	0.95	0.96	0.97	0.97
chr9	98657065	98657262	chr9	98657065	98657261	0.98	0.98	0.98	0.99	0.99	0.98	0.97	0.8	1.0	0.98	0.98	0.99	1.0	0.99	0.98	0.87	0.98	1.0	0.98	0.99	0.97	0.98	0.98	0.98	0.99	0.99	0.98	0.99	0.22	0.97	0.99
chr9	98919709	98919766	chr9	98919709	98919765	0.77	0.79	0.96	0.99	0.99	0.99	1.0	0.98	0.99	1.0	1.0	0.99	1.0	0.99	1.0	0.79	0.9	0.85	0.82	0.81	0.83	0.99	0.99	0.9	0.19	0.98	0.99	1.0	0.77	1.0	1.0
chr9	99668914	99669447	chr9	99668914	99669446	nan	0.69	0.86	nan	nan	nan	0.86	0.22	0.85	nan	0.86	nan	0.86	0.86	nan	nan	0.86	0.86	0.84	0.61	0.86	0.75	0.86	0.86	nan	0.76	0.85	0.76	0.86	0.22	0.8
chr9	100431127	100431526	chr9	100431127	100431525	0.88	0.88	0.89	0.89	0.77	0.92	0.92	0.87	0.9	0.85	0.84	0.92	0.24	0.91	0.91	0.84	0.9	0.94	0.92	0.87	0.89	0.83	0.8	0.9	0.88	0.91	0.85	0.9	0.88	0.89	0.9
chr9	100636508	100636774	chr9	100636508	100636773	0.9	0.89	0.89	0.81	0.92	0.88	0.89	0.84	0.86	0.93	0.9	0.93	0.94	0.92	0.89	0.57	0.81	0.87	0.92	0.93	0.86	0.18	0.6	0.92	0.91	0.93	0.94	0.9	0.89	0.87	0.89
chr9	100667074	100667427	chr9	100667074	100667426	0.95	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.99	0.97	0.97	0.98	0.98	0.97	0.98	0.87	0.25	0.91	0.92	0.95	0.98	0.98	0.98	0.98	0.98	0.99	0.99	0.98	0.98	0.99	0.99
chr9	100769816	100769975	chr9	100769816	100769974	0.72	0.89	0.97	0.12	0.87	0.99	0.97	0.97	0.93	0.97	0.98	0.99	0.98	0.97	0.93	0.95	0.93	0.97	0.96	0.94	0.77	0.96	0.96	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98
chr9	101517280	101518014	chr9	101517280	101518013	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.99	0.98	0.44	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.96	0.98	0.98	0.98	0.98	0.98
chr9	101531695	101532118	chr9	101531695	101532117	0.92	0.92	0.92	0.94	0.93	0.93	0.93	0.88	0.76	0.31	0.74	0.92	0.93	0.91	0.92	0.62	0.91	0.9	0.94	0.94	0.92	0.92	0.93	0.92	0.93	0.91	0.93	0.93	0.92	0.92	0.93
chr9	101592970	101593231	chr9	101592970	101593230	0.91	0.93	0.94	0.94	0.91	0.87	0.93	0.94	0.93	0.94	0.94	0.94	0.95	0.93	0.78	0.57	0.92	0.91	0.81	0.19	0.92	0.86	0.88	0.85	0.91	0.87	0.82	0.89	0.92	0.94	0.93
chr9	101673726	101674131	chr9	101673726	101674130	0.59	0.86	0.97	0.93	0.95	0.92	0.96	0.94	0.94	0.94	0.94	0.96	0.97	0.94	0.95	0.64	0.93	0.93	0.96	0.95	0.95	0.95	0.94	0.95	0.94	0.92	0.96	0.97	0.95	0.94	0.93
chr9	101786600	101786692	chr9	101786600	101786691	0.92	0.97	0.97	0.98	0.98	0.96	0.96	0.98	0.97	0.99	0.96	0.82	0.11	0.95	0.74	0.81	0.97	0.98	0.98	0.99	0.72	0.95	0.96	0.98	0.87	0.98	0.97	0.98	0.96	0.94	0.97
chr9	101985895	101986762	chr9	101985895	101986761	0.91	0.92	0.92	0.95	0.93	0.97	0.91	0.32	0.89	0.88	0.93	0.94	0.95	0.93	0.95	0.87	0.96	0.95	0.95	0.95	0.89	0.94	0.94	0.94	0.95	0.93	0.91	0.94	0.87	0.95	0.95
chr9	102907197	102907628	chr9	102907197	102907627	0.94	0.93	0.92	0.93	0.95	0.95	0.95	0.89	0.94	0.93	0.93	0.94	0.67	0.94	0.95	0.67	0.92	0.93	0.93	0.94	0.95	0.91	0.71	0.93	0.92	0.94	0.94	0.3	0.87	0.93	0.87
chr9	103069958	103070470	chr9	103069958	103070469	0.87	0.89	0.9	0.85	0.84	0.9	0.89	0.86	0.33	0.49	0.73	0.89	0.9	0.9	0.88	0.7	0.9	0.88	0.9	0.9	0.9	0.88	0.88	0.73	0.9	0.9	0.88	0.88	0.89	0.89	0.89
chr9	106864247	106864520	chr9	106864247	106864519	0.89	0.91	0.9	0.92	0.92	0.92	0.89	0.75	0.87	0.92	0.91	0.91	0.91	0.91	0.91	0.13	0.92	0.92	0.92	0.92	0.92	0.9	0.92	0.91	0.91	0.92	0.9	0.9	0.67	0.89	0.88
chr9	107109137	107109515	chr9	107109137	107109514	0.95	0.95	0.96	0.92	0.95	0.97	0.98	0.96	0.98	0.98	0.98	0.98	0.96	0.91	0.99	0.6	0.92	0.93	0.96	0.97	0.94	0.07	0.82	0.94	0.92	0.88	0.98	0.93	0.97	0.98	0.96
chr9	107601247	107601575	chr9	107601247	107601574	0.88	0.91	0.91	0.61	0.92	0.92	0.93	0.79	0.92	0.92	0.91	0.86	0.9	0.91	0.89	0.62	0.88	0.85	0.93	0.92	0.92	0.83	0.24	0.9	0.91	0.91	0.75	0.88	0.91	0.93	0.92
chr9	107603644	107603852	chr9	107603644	107603851	0.87	0.94	0.98	0.95	0.96	0.81	0.97	0.97	0.97	0.97	0.97	0.92	0.12	0.93	0.97	0.65	0.89	0.87	0.96	0.97	0.95	0.95	0.95	0.95	0.92	0.96	0.96	0.78	0.96	0.96	0.96
chr9	107652631	107653025	chr9	107652631	107653024	0.95	0.99	0.98	0.99	0.99	0.31	0.98	0.96	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.83	0.97	0.98	0.98	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99
chr9	108180323	108180552	chr9	108180323	108180551	0.98	0.98	0.98	0.99	0.98	0.11	1.0	0.96	0.98	1.0	0.99	0.99	0.97	0.99	0.98	0.83	0.97	0.99	0.96	0.78	0.97	0.96	0.95	0.98	0.98	0.98	0.99	0.85	0.96	0.98	0.96
chr9	111666422	111667111	chr9	111666422	111667110	0.86	0.86	0.84	0.86	0.79	0.87	0.85	0.81	0.83	0.85	0.85	0.86	0.62	0.32	0.85	0.64	0.86	0.86	0.87	0.87	0.87	0.83	0.78	0.86	0.86	0.85	0.83	0.74	0.85	0.85	0.87
chr9	111930104	111930424	chr9	111930104	111930423	0.95	0.94	0.96	0.96	0.62	0.93	0.96	0.94	0.3	0.73	0.11	0.97	0.96	0.97	0.95	0.83	0.95	0.94	0.95	0.96	0.96	0.95	0.94	0.95	0.93	0.94	0.97	0.94	0.71	0.93	0.95
chr9	111944901	111945064	chr9	111944901	111945063	0.33	0.54	0.94	0.95	0.95	0.7	0.8	0.72	0.81	0.87	0.93	0.67	0.95	0.85	0.77	0.69	0.92	0.94	0.93	0.91	0.95	0.87	0.86	0.94	0.89	0.92	0.94	0.92	0.87	0.94	0.92
chr9	112062076	112062585	chr9	112062076	112062584	0.93	0.94	0.92	0.96	0.95	0.96	0.97	0.97	0.98	0.97	0.97	0.96	0.98	0.97	0.97	0.71	0.93	0.95	0.94	0.96	0.94	0.96	0.96	0.98	0.96	0.97	0.98	0.97	0.93	0.94	0.25
chr9	112671432	112671665	chr9	112671432	112671664	0.92	0.84	0.93	0.96	0.94	0.93	0.96	0.92	0.96	0.81	0.92	0.95	0.95	0.96	0.94	0.64	0.94	0.92	0.92	0.87	0.29	0.94	0.96	0.95	0.92	0.92	0.95	0.94	0.94	0.95	0.96
chr9	112918683	112918833	chr9	112918683	112918832	0.84	0.95	0.93	0.96	0.97	0.98	0.98	0.96	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.78	0.9	0.69	0.26	0.93	0.84	0.97	0.95	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.96
chr9	113196776	113197433	chr9	113196776	113197432	0.88	0.88	0.89	0.92	0.91	0.57	0.21	0.73	0.77	0.77	0.86	0.72	0.89	0.92	0.9	0.7	0.85	0.86	0.89	0.89	0.88	0.89	0.89	0.89	0.85	0.9	0.91	0.83	0.89	0.87	0.79
chr9	113684076	113684327	chr9	113684076	113684326	0.88	0.85	0.87	0.9	0.92	0.87	0.88	0.89	0.9	0.9	0.92	0.92	0.92	0.93	0.85	0.62	0.78	0.43	0.88	0.88	0.8	0.91	0.91	0.93	0.93	0.93	0.91	0.93	0.88	0.91	0.9
chr9	114090167	114090366	chr9	114090167	114090365	0.98	0.98	0.97	0.99	0.99	0.99	0.99	0.9	0.91	0.39	0.86	0.95	0.97	0.91	0.93	0.69	0.97	0.99	0.99	1.0	0.98	0.97	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.99	0.98
chr9	114128758	114129474	chr9	114128758	114129473	0.87	0.86	0.68	0.73	0.77	0.85	0.72	0.87	0.38	0.64	0.68	0.85	0.85	0.87	0.88	0.77	0.91	0.9	0.91	0.93	0.91	0.7	0.83	0.76	0.81	0.74	0.84	0.85	0.79	0.88	0.87
chr9	114579555	114579749	chr9	114579555	114579748	0.96	0.95	0.95	0.93	0.97	0.96	0.93	0.92	0.93	0.94	0.94	0.92	0.93	0.98	0.96	0.62	0.89	0.88	0.94	0.96	0.93	0.95	0.95	0.94	0.96	0.93	0.96	0.97	0.18	0.94	0.95
chr9	114651408	114651885	chr9	114651408	114651884	0.99	0.99	1.0	0.99	0.98	0.98	1.0	0.97	0.99	1.0	0.99	1.0	1.0	1.0	1.0	0.89	0.98	0.96	0.98	0.96	0.99	0.99	0.98	0.99	0.97	1.0	0.99	0.99	0.12	0.97	0.99
chr9	114911541	114912000	chr9	114911541	114911999	0.92	0.94	0.93	0.95	0.96	0.95	0.91	0.84	0.91	0.93	0.94	0.94	0.94	0.95	0.94	0.19	0.96	0.95	0.95	0.95	0.96	0.91	0.92	0.93	0.94	0.93	0.95	0.92	0.89	0.94	0.94
chr9	115195261	115196035	chr9	115195261	115196034	0.88	0.92	0.87	0.76	0.9	0.94	0.84	0.93	0.85	0.82	0.88	0.9	0.81	0.92	0.92	0.79	0.93	0.93	0.93	0.93	0.92	0.91	0.85	0.93	0.91	0.93	0.94	0.26	0.93	0.93	0.95
chr9	115274882	115275061	chr9	115274882	115275060	0.8	0.9	0.75	0.94	0.88	0.96	0.93	0.85	0.85	0.56	0.14	0.73	0.95	0.86	0.94	0.47	0.93	0.94	0.97	0.96	0.96	0.92	0.95	0.96	0.94	0.91	0.86	0.92	0.69	0.96	0.96
chr9	115509634	115509919	chr9	115509634	115509918	0.94	0.96	0.96	0.15	0.94	0.96	0.94	0.9	0.93	0.94	0.95	0.97	0.94	0.96	0.96	0.74	0.96	0.96	0.96	0.95	0.97	0.92	0.92	0.95	0.97	0.94	0.93	0.93	0.93	0.95	0.95
chr9	115544367	115544589	chr9	115544367	115544588	0.9	0.94	0.94	0.91	0.94	0.94	0.93	0.95	0.96	0.97	0.95	0.94	0.96	0.96	0.93	0.66	0.94	0.93	0.93	0.94	0.93	0.92	0.95	0.84	0.93	0.95	0.95	0.9	0.95	0.17	0.45
chr9	115603151	115603322	chr9	115603151	115603321	0.97	0.98	0.98	0.98	0.99	0.98	0.95	0.95	0.95	0.98	0.97	0.96	0.97	0.99	0.63	0.76	0.96	0.97	0.98	0.98	0.98	0.97	0.96	0.97	0.98	0.98	0.98	0.97	0.8	0.2	0.95
chr9	115630972	115631205	chr9	115630972	115631204	0.97	0.97	0.98	0.86	0.98	0.99	0.94	0.97	0.95	0.98	0.99	0.9	0.98	0.64	0.27	0.73	0.97	0.99	0.99	0.99	0.98	0.8	0.93	0.97	0.95	0.65	0.94	0.95	0.96	0.99	0.98
chr9	116265680	116266124	chr9	116265680	116266123	0.56	0.27	0.58	0.97	0.97	0.95	0.96	0.95	0.95	0.98	0.97	0.95	0.94	0.96	0.96	0.82	0.96	0.96	0.9	0.97	0.96	0.95	0.97	0.96	0.92	0.98	0.94	0.97	0.96	0.97	0.95
chr9	116745197	116745432	chr9	116745197	116745431	0.91	0.93	0.95	0.96	0.94	0.88	0.78	0.93	0.84	0.18	0.89	0.62	0.94	0.95	0.92	0.77	0.86	0.9	0.92	0.87	0.86	0.93	0.94	0.93	0.89	0.94	0.93	0.89	0.92	0.93	0.94
chr9	116970722	116971031	chr9	116970722	116971030	0.94	0.92	0.79	0.92	0.92	0.96	0.95	0.92	0.93	0.93	0.72	0.93	0.96	0.95	0.92	0.72	0.88	0.91	0.95	0.95	0.89	0.91	0.93	0.88	0.93	0.93	0.96	0.93	0.24	0.94	0.9
chr9	117110057	117110260	chr9	117110057	117110259	0.96	0.97	0.98	0.09	0.88	0.98	0.96	0.95	0.96	0.98	0.97	0.99	0.99	0.98	0.95	0.77	0.97	0.97	0.98	0.99	0.98	0.96	0.92	0.96	0.98	0.97	0.97	0.97	0.95	0.83	0.87
chr9	119238426	119238710	chr9	119238426	119238709	0.94	0.92	0.93	0.95	0.95	0.95	0.95	0.94	0.9	0.92	0.92	0.94	0.93	0.94	0.9	0.75	0.91	0.91	0.91	0.9	0.9	0.16	0.5	0.9	0.89	0.94	0.94	0.93	0.92	0.93	0.94
chr9	119370225	119371007	chr9	119370225	119371006	0.85	0.84	0.89	0.82	0.88	0.88	0.9	0.89	0.87	0.88	0.88	0.9	0.9	0.36	0.69	0.56	0.88	0.88	0.88	0.87	0.87	0.79	0.8	0.89	0.88	0.9	0.9	0.9	0.88	0.9	0.9
chr9	122767612	122767942	chr9	122767612	122767941	0.92	0.92	0.93	0.96	0.96	0.87	0.93	0.78	0.94	0.94	0.28	0.94	0.94	0.91	0.94	0.68	0.92	0.93	0.94	0.92	0.94	0.93	0.95	0.95	0.9	0.96	0.97	0.93	0.93	0.93	0.95
chr9	123209609	123210131	chr9	123209609	123210130	0.9	0.87	0.9	0.87	0.89	0.91	0.88	0.91	0.85	0.89	0.91	0.91	0.92	0.3	0.72	0.83	0.9	0.91	0.91	0.92	0.91	0.89	0.84	0.88	0.92	0.92	0.91	0.89	0.86	0.9	0.92
chr9	123360631	123360948	chr9	123360631	123360947	0.95	0.95	0.95	0.96	0.96	0.95	0.96	0.94	0.96	0.95	0.96	0.95	0.96	0.93	0.94	0.75	0.95	0.97	0.96	0.96	0.96	0.92	0.29	0.97	0.96	0.97	0.96	0.9	0.96	0.96	0.96
chr9	123412271	123412574	chr9	123412271	123412573	0.98	0.98	0.98	0.95	0.97	0.35	0.99	0.96	0.98	0.98	0.98	0.98	0.98	0.29	0.97	0.85	0.98	0.98	0.98	0.98	0.98	0.83	0.81	0.73	0.88	0.96	0.94	0.97	0.97	0.98	0.96
chr9	123528705	123528900	chr9	123528705	123528899	0.99	0.99	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.98	0.99	0.99	1.0	1.0	0.97	0.87	0.99	0.99	0.99	0.99	0.98	1.0	0.99	0.99	0.98	0.97	0.99	1.0	0.97	0.96	0.17
chr9	124063082	124063238	chr9	124063082	124063237	0.41	0.85	0.94	0.88	0.96	0.96	0.97	0.9	0.98	0.96	0.97	0.97	0.96	0.62	0.96	0.8	0.97	0.96	0.97	0.99	0.98	0.98	0.95	0.98	0.97	0.93	0.84	0.93	0.97	0.97	0.96
chr9	124064166	124064863	chr9	124064166	124064862	0.53	0.8	0.92	0.86	0.96	0.96	0.95	0.91	0.94	0.96	0.94	0.95	0.95	0.76	0.95	0.71	0.91	0.92	0.95	0.96	0.95	0.94	0.92	0.95	0.95	0.95	0.89	0.94	0.95	0.94	0.9
chr9	124070871	124071104	chr9	124070871	124071103	0.96	0.96	0.92	0.93	0.97	0.96	0.95	0.94	0.95	0.83	0.97	0.97	0.97	0.95	0.97	0.69	0.92	0.95	0.97	0.97	0.97	0.29	0.55	0.93	0.93	0.96	0.94	0.96	0.97	0.95	0.96
chr9	124085170	124085401	chr9	124085170	124085400	0.7	0.93	0.96	0.95	0.97	0.65	0.89	0.94	0.96	0.98	0.98	0.94	0.97	0.95	0.94	0.86	0.96	0.95	0.86	0.16	0.93	0.81	0.8	0.96	0.95	0.71	0.95	0.92	0.96	0.96	0.96
chr9	124085686	124085944	chr9	124085686	124085943	0.83	0.94	0.94	0.94	0.96	0.9	0.97	0.96	0.9	0.91	0.94	0.96	0.97	0.94	0.96	0.85	0.96	0.97	0.94	0.27	0.97	0.9	0.96	0.97	0.95	0.96	0.97	0.96	0.97	0.96	0.95
